0,1,2,3,4,5,6,7
15.412098018934529,102.33847664620684,0.1695797413899893,240.0,275.3091191176543,39.9915520850042,275.3091191176543,39.9915520850042
14.069702087785082,128.57835202131432,0.14395073750279402,220.0,275.3091191176543,39.9915520850042,275.3091191176543,39.9915520850042
12.703374322144523,157.21238353359934,0.117302655650858,200.0,163.18294071002475,39.790499242773436,163.18294071002475,39.790499242773436
11.248013691047715,216.41373124592485,0.09217671004612936,180.0,148.7604862829175,39.8000919001863,148.7604862829175,39.8000919001863
9.758098446509145,274.8837005082833,0.06926495621766944,160.0,125.17241289984747,39.95933115102894,125.17241289984747,39.95933115102894
7.724209824769834,590.1261134828485,0.05011516369366188,140.0,225.01692378685306,39.96693665841945,225.01692378685306,39.96693665841945
6.031096414340123,715.7182403990527,0.03437405876357367,120.0,127.28279336358419,39.88600091705165,127.28279336358419,39.88600091705165
4.412522227833716,794.5017160485332,0.023598099942016552,100.0,335.58120715685584,39.50424981635703,335.58120715685584,39.50424981635703
3.2134280085843314,788.0457407866052,0.015729142474624667,80.0,336.69482914243997,32.47687780578859,336.69482914243997,32.47687780578859
2.3411176784537635,792.9134954964435,0.00960049257018196,60.0,240.307008405906,23.149801348632884,240.307008405906,23.149801348632884
1.725876138876403,677.9109165640914,0.0054713130283634715,40.0,363.7402050607528,22.2858196963249,363.7402050607528,22.2858196963249
1.2763141796164599,765.5317706096628,0.002410721806611706,20.0,366.84303328742305,7.711384560816255,366.84303328742305,7.711384560816255
1.0,150.0,0.0,0.0,299.6417608627327,38.3094144907532,299.6417608627327,38.3094144907532
15.43182375147703,98.15011904915082,0.16977750153247204,240.0,360.5010770648554,38.13799561694462,360.5010770648554,38.13799561694462
14.155825804815898,128.53228116539125,0.14616629207420984,220.0,360.5010770648554,38.13799561694462,360.5010770648554,38.13799561694462
12.798193261939048,151.37263617540762,0.11941268585239069,200.0,161.2433489763832,39.90497794525419,161.2433489763832,39.90497794525419
11.3718093711731,197.9473342812213,0.09428889720787198,180.0,155.26277024472984,39.75356675299444,155.26277024472984,39.75356675299444
9.863003176152153,276.8100391413806,0.07120794470854779,160.0,136.80232957836793,39.478396430865146,136.80232957836793,39.478396430865146
8.159740008908813,427.5125290143105,0.05098462483821014,140.0,145.1915371282165,39.97996000838306,145.1915371282165,39.97996000838306
6.1840755914660885,699.8833747126997,0.03548050578888932,120.0,263.3215870196025,39.829941501634096,263.3215870196025,39.829941501634096
4.519174656819155,796.7139928273322,0.024195966515167085,100.0,304.9022298318704,39.835986437933116,304.9022298318704,39.835986437933116
3.287243256301455,788.4131812212734,0.016082824999205853,80.0,326.5124822930171,33.44240236494948,326.5124822930171,33.44240236494948
2.38945363229059,792.6392260458105,0.009928077725429153,60.0,267.5338286793878,23.85496958087106,267.5338286793878,23.85496958087106
1.7462154657030695,737.890929289872,0.005601722941107662,40.0,322.5309324744675,19.996826533186436,322.5309324744675,19.996826533186436
1.2749016247612988,794.8464201356041,0.0023045136233680276,20.0,267.7107799886767,9.797247844950107,267.7107799886767,9.797247844950107
1.0,150.0,0.0,0.0,363.72452014747245,39.73918194947702,363.72452014747245,39.73918194947702
15.416978244210124,103.3329186268044,0.16953979240039554,240.0,380.57023120706134,39.33692767964435,380.57023120706134,39.33692767964435
14.09986988319342,130.0871519524307,0.14614742914137988,220.0,380.57023120706134,39.33692767964435,380.57023120706134,39.33692767964435
12.70776738246656,172.88196091355758,0.11934430198706193,200.0,157.65673291585063,39.74493277117385,157.65673291585063,39.74493277117385
11.316529353029905,197.65648388253769,0.09411049446979756,180.0,125.02129826632066,39.914285555968206,125.02129826632066,39.914285555968206
9.871053513714864,257.9290626431802,0.07114708167901375,160.0,130.88520816411543,38.795794359898025,130.88520816411543,38.795794359898025
7.914707573553866,545.652638084725,0.051529104455370685,140.0,206.4634539648166,39.464785100963255,206.4634539648166,39.464785100963255
6.156843481884203,706.9305650415686,0.03542549822049303,120.0,137.42465067803576,39.816224048299176,137.42465067803576,39.816224048299176
4.506717719770253,795.1948907082487,0.02441481230569843,100.0,334.3548450125975,39.88156902272388,334.3548450125975,39.88156902272388
3.281255772189154,780.972475875953,0.016345261802066482,80.0,330.28260301304385,33.570640819422955,330.28260301304385,33.570640819422955
2.3889687886328237,794.6101806391706,0.010126184105512748,60.0,249.4061649167052,23.244242614262678,249.4061649167052,23.244242614262678
1.7449526472907393,732.3721550338519,0.00560718456303319,40.0,257.15632871730685,20.39037413259748,257.15632871730685,20.39037413259748
1.2747461057116283,794.9441322341635,0.002302286227759821,20.0,263.50437795575647,9.488215345446873,263.50437795575647,9.488215345446873
1.0,150.0,0.0,0.0,365.0138606567525,39.74011250771068,365.0138606567525,39.74011250771068
15.494010085257361,102.18530318091918,0.17044311228766135,240.0,343.58353564190304,39.74170244247142,343.58353564190304,39.74170244247142
14.151986543208885,134.09956950125098,0.1461517305216222,220.0,343.58353564190304,39.74170244247142,343.58353564190304,39.74170244247142
12.8069238014153,150.50248756096525,0.11917268889356823,200.0,146.73654434876232,39.9090160857797,146.73654434876232,39.9090160857797
11.347104010901944,209.53173255157137,0.09404899680487744,180.0,160.59322276497136,39.973000502092205,160.59322276497136,39.973000502092205
9.892513730544858,257.81407605602186,0.07098512967963168,160.0,124.52352818879355,39.63566876788453,124.52352818879355,39.63566876788453
7.906118401518372,560.3356134486165,0.051420233613103786,140.0,214.3676233434326,39.48708495979787,214.3676233434326,39.48708495979787
6.183460936353618,703.7207029848455,0.035299193052388544,120.0,129.3259021652495,39.82698197065729,129.3259021652495,39.82698197065729
